,polarity,comment
11607,1,loved it so much o m g
11608,1,It's as best as it was years back
11609,1,Love a Just Biber
11610,0,karai que msica foda
11611,1,God me mom rerry the dady mom
11612,1,God me mom rerry the dady mom
11613,0,OLI LONDON
11614,-1,Never say never sorry
11615,-1,why give dislike
11616,0,This is soo  trash
11617,-1,Worst song ever
11618,0,Justin Bieber is the king of music
11619,1,I don't understand what's wrong with this song?
11620,0,2021
11621,0,This song is so nostalgic
11622,1,This song is precious it always remind me of my childhood
11623,-1,To all the people who disliked......we don't care BECAUSE THIS IS STILL A BOP!!!!
11624,0,Wait a sec is that Drake in this video if that is then I'm today years old of finding that out
11625,-1,This song is awful
11626,0,Did anyone notice Drake in the video
11627,-1,"Did anybody else just realize in 2021 that drake is in the background in some scenes, no nobody just me? Okay"
11628,0,Heart touching song bro
11629,0,Now Justin Bieber is now 27 yrs old
11630,1,I love you are the best
11631,0,1:21 Drake
11632,-1,unbelievable that he got so much hate after this
11633,-1,I'm 29 now when this song came out I was in my late teens... I miss the girl I had back then... What a time it was... Never getting those days back... But memories remain...
11634,-1,i like this song why so many dislikes?
11635,0,This song is $hit
11636,1,you cant deny it this music takes you
11637,0,Hi! Every body  Goodluck this year.
11638,0,Who is wathing this video on 2021
11639,0,this song makes me know JB
11640,0,waw
11641,1,Every time I listen this song I sad amazing
11642,1,I am your biggest fan when you were teenager
11643,1,"Ngl, this is still a really gay song ESPECIALLY the cringe music video but he has made decent tracks in the past few years that are better than this"
11644,0,This songs is ultra mythic
11645,1,I just want this Justin back T T
11646,0,I am 12 years old girl
11647,0,Voice
11648,1,i like that song ITS SO GOOD
11649,0,Flashback...
11650,-1,It's crazy how many people come back to this everyday.This song is legendary. This Song Is Never Getting Old.
11651,0,1:15 drake
11652,1,Oo so nice song
11653,0,Timeless Classic
11654,0,Let's see how many people are listening to this song in November 2021.
11655,0,Im back 2021
11656,0,Trash song####dustbin
11657,1,This is my fav song when i was 6 hehe.
11658,0,Probably the belibers anthem
11659,0,You are only 13
11660,0,Beby
11661,0,Ako lang ba tong bumabalik dito kasi namimiss ko yung kantang to
11662,0,"Let me guess, U search it"
11663,-1,Watching in 2021...Still we're crazy dude
11664,0,"Justin, eras un Baby"
11665,0,Baby Baby Baby Ooooooooo
11666,1,why did the song get 12 m dislikes its amazing
11667,1,Nice
11668,0,Drake was here too.
11669,1,If you're listening to a song from 11 years ago now then your choice Is very good
11670,1,Goodness why does this have so many dislikes
11671,-1,Tremenda cancin La verdad no se por qu recibe tanto hateGrande Justin!!!
11672,1,i  Like this song
11673,0,Pervect
11674,0,2021 still listening doesent get old
11675,-1,Why so many dislike
11676,1,Like and subscribe if you listening this song right now!
11677,1,I Love  hes songs
11678,0,Still now it's on hot
11679,1,I think this song is most liked and unliked ever
11680,1,Love  it
11681,0,1:14 First time after 11 years that I notice Drake was on this video.. Still irrelevant I guess
11682,1,Nice
11683,1,nice
11684,0,Any army here????
11685,0,a
11686,1,:3
11687,-1,i don't like him muhc but i will always sing this song
11688,1,Comment session is now also on top
11689,1,Almost 2021 and still here lol
11690,0,2021 10 08
11691,-1,Cmo que 12 millones de dislikes
11692,-1,"Estoy harta de fingir que no me gusta esta cancin, TREMENDA ROLABABY BABY BABY OHHH"
11693,0,Who is hearing 2021
11694,0,BABY BABY BABBYY BBOOOOOO
11695,0,Baby is on 3 B road
11696,0,This song will never get old it's a gold song!
11697,-1,Why so many dislikes
11698,1,Yes
11699,1,This boy right here is a blessed child of God  his comeback journey is so much inspiring
11700,0,"Wow.. .At this moment, this comment is the latest comment on this video"
11701,0,2021 also famous
11702,1,My favorite song
11703,0,"itachi: when i was 13, i wiped out the uchiha clan."
11704,1,"Hace poco haba ms dislikes que likes, que bonito cambio xd"
11705,0,:&gt;
11706,0,its a boy ganteng bagtt
11707,1,I think this is the Most liked and disliked video
11708,1,Te amoooo muito top tudo
11709,0,I listened this before 2 years ago And now i remembered that day
11710,0,Nd I'm leaning thise song
11711,0,Mierda pura
11712,1,Thise song very quite also nd to than sooo Full enjoy song
11713,0,"me rewatching this for the first time since i was 4: wait, DRAKE!?"
11714,1,Best memories
11715,-1,"Desculpa por ser criana Justin, sua msica no  ruim, eu que era infantil de mais"
11716,0,es muy adictivo
11717,0,miren escuchen la cancin que hizo que toda la industria enloquesiera
11718,0,Is so adictive
11719,1,How many members are listed after 11 years one like
11720,0,2b ?
11721,0,This song is is isosisisiisisisissisisiiisisiisis
11722,0,He looks o little compared to the girl tbh
11723,0,1:14 my nigga drake
11724,0,Nostalgia que fala n?
11725,0,vim pela escova de dentes do coisas p ver chapado
11726,1,Eu fiz uma coreografia com essa musica e legal
11727,0,Draaaaaake!?!?!?
11728,1,The actress looks a lot like selena
11729,1,Love this song from Cambodia
11730,1,Day 165 of watching 'Justin Bieber - Baby' for a decade straight!
11731,0,2022 anyone ??
11732,0,(Don't go to this link!!)
11733,0,#Kinda_of_sus
11734,0,NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
11735,0,the girl this song is wrotten to in 2021
11736,0,Who is still listening to it in November 2121
11737,1,Pensaba que es cancin era de una mujer xd
11738,0,This song is evergreen also listening to it brings back all the old memories that was associated with this song. Damn wish I could go back in time.
11739,1,"Im not a Hater, but this or garbage"
11740,1,My favorite song
11741,0,YouTube  kkkkkkkk
11742,0,Bro what drake doing there
11743,1,Love uu
11744,0,BOOOOOOOOOO
11745,0,oh
11746,1,i love this song
11747,0,essa msc define a minha vida at os dias de hj KKKKKKKKK
11748,0,Vibe
11749,0,Gilmara da Silva Santos
11750,1,I like to hearing this without voice
11751,1,I come here every day who is like me
11752,-1,Justin Bieber's existence justifies anti-white racism in its integrity
11753,0,P
11754,-1,It's crazy how many people come back to this every second. This song is legendary.
11755,0,"this is, quite literally, the song of my entire childhood"
11756,-1,No
11757,1,Recuerdo que todos odiaban esta cancin en el 2012 o 2016 xD
11758,0,"Ngl, At the time it was new, Bieber literally owned each and every school chick in India"
11759,1,When you're bless no mater you're age the years you have you will do great things.love it .Thang you for this song
11760,1,it's November 9 let's see how many legends are listening to this beautiful masterpiece.
11761,0,Tooooop
11762,0,Larua
11763,1,Listen to this song when ur high feels so mother fucking good haha
11764,0,It's been almost a decade and I just noticed DRAKE IS IN THIS VIDEO
11765,1,J love JASTIN  BIBER
11766,1,No good
11767,-1,Bad
11768,-1,A message to the future generations. Don't let this song die.
11769,0,Nobody: Bieber: grabs female
11770,0,JOL MEGY JUSTIN8
11771,0,Q asco de msica
11772,0,Malayalis
11773,0,ALGUIEN ESPAOL?
11774,1,"19 mil likes, 12 mil dislikes"
11775,0,"Mdss, que nostlgiaaaaaaa"
11776,0,Vietnam ai cn nghe k ?
11777,-1,I am 8 year old that time when this song come new new Aww still  no make feel we grown up
11778,0,What a corny guy
11779,-1,Note that I just came hear to write a hate comment dislike and laugh at this shit
11780,-1,The like to dislike ratio is harsh but this song is shit as hell so it's fair
11781,0,Giulio Andrea fraccalvieri
11782,0,1:14 afrer 12 year I realized that kiki was in this song
11783,0,1:14 afrer 12 year I realized that Drake was in this song
11784,1,"Por que hay gente que da deslike no entiendo, si esta cancin es legendaria xD"
11785,0,"Llegu otra vez aqu, y me pregunto otra vez"
11786,0,Justin Bieber always my favourite singer..
11787,0,Hit different every time
11788,0,hola
11789,-1,Why is there so much dislikes??
11790,1,"Music such as this definitely screams trauma bonded, codependency and love bombing. I hope my daughter and son never listen to relate to this"
11791,1,Love is Infinitive Right from the First Love
11792,0,justin was just 15 at that time
11793,0,ahhhhhhhhhhhhhhhhhhhhhh so seu faaaaaaaa
11794,0,India
11795,0,This is a vwry very soecual song to mee
11796,-1,The fact that this video has 11 million dislikes are 11 million people who are just hating on him for how high his voice is
11797,-1,WHAT 2 BILLION VIEWS!!!! THAT CRAZY
11798,1,My first American Crush... Justin Bieber... I still love you.... I hope you're doing fine &lt;3
11799,1,I love this song
11800,0,ci a stu trmen
11801,1,I love this song
11802,0,es una m13rd4
11803,1,let be honest who miss this old justin the new is a medded tbh
11804,1,This is very nice song
11805,1,who hears this song in november 2021 please raise your hand broooooo
11806,1,Like
11807,0,I think i just saw drake and lil twist or its my hallucinations
11808,0,I was not even knowing YouTube when this song released
11809,0,How many Armys are here?
11810,0,How many of you're gonna listen this on 2022?
11811,0,He grew up so fast
11812,1,Those days were awesome!
11813,0,It's going to be 2022 in just one n half months (almost 12 yrs since this released) Just how fast the night changes :(:
11814,1,I really love this song
11815,0,1:58
11816,1,It's crazy how many people come back to this masterpiece everyday. This song is legendary.
11817,-1,Noob song
11818,1,"Dear parents, just because your child is smiling at their phone, doesn't mean they have boyfriend or girlfriend, they just watching this masterpiece!!!"
11819,1,"It's NOVEMBER 2021,  let's see how many legends ate still watching this masterpiece"
11820,0,esa cancion jajajajajala cagada esa cancion
11821,0,Rock
11822,-1,But why it got 12m dislike
11823,1,"I'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this song"
11824,-1,Lol 12 mln dislikes Bieber Sucks
11825,1,Let's see who is watching this masterpiece in november!
11826,1,Yo lo le doy like por ludacris
11827,1,I am qalesya Zahara and I like to all my friends and family who have been in love and love and love them all about them as I do have some good memories and they have been a wonderful addition for the children that I am not even a fan in this age and would like for you and the great family of you and the kids cartoon friends who love them as a whole and have loved the time they had and how many years they have been so far away from their favorite movies and I like power planet but I have been doing some research of the world are not always easy
11828,1,Love this song
11829,0,I heard this song from 6 year old
11830,0,11 yrs ago sheesh
11831,1,"The Older You get , You Realise how great this was"
11832,0,Iconic song
11833,1,Justin is the best
11834,1,Who is Justin Bieber fan
11835,1,November 2021 let's see how many people are still listening to this masterpiece. By far the best song ever even after 11 years
11836,1,"This song will Never gets old, the quality is even better than most music videos now in 2021"
11837,1,aun me acuerdo cuando todos nos burlabamos xd
11838,0,4k in 2010........... what the
11839,0,"12 year's is going to complete, and I am still here to listen this masterpiece.......like if u are here"
11840,0,How this trash have 19 mln
11841,0,Who in 2021
11842,0,Erri puku song
11843,1,Best song ever..2021
11844,1,I am sri Lankan. Super voice and super acting. Congratulations for 2 b...........
11845,1,Good Era Justin
11846,0,31
11847,-1,"Shit. I'm a 20 year old girl coming back to this. Yet, I don't regret it"
11848,0,Legend are watching this 2021  or kon kon indian  hhh
11849,0,I prefer Baby Shark
11850,1,"This song and Love Me by Lukaz are some of the only things getting me through these hard times, thank god for music! I love you"
11851,1,Big fan from Nepal
11852,0,L
11853,0,Delcia kkk...
11854,1,I love so much
11855,0,November 2021
11856,0,2021 |
11857,-1,I miss my childhood
11858,0,2:55
11859,-1,WTF WHY DOES THE BEST SONG EVER HAVE 12 million dislikes
11860,1,I cant wait for it to gain 20M dislikes. What?
11861,0,Amazing!!!!!!!!!!!!!
11862,0,Nov 8 2021
11863,-1,No no baby baby baby oh oh oh
11864,1,JB I love You
11865,0,Algum do Brasil aqui??
11866,0,Nostalgic
11867,0,Justin
11868,-1,12m dislikes!
11869,1,This just like old wine
11870,1,LIKE AND COMMENT ABOUT HOW YOU FEEL ABOUT THIS SONG AFTER 8 NOVEMBER 2021
11871,-1,I JUST FOUND OUT THAT THIS GUY IS OFF FAST AND THE FURIOUS AND I NEARLY SHIT MY PANTS
11872,0,What a song
11873,1,I like this song
11874,0,is that you Drake? 1:20
11875,-1,Stop Justin the baby's dead or grew up
11876,1,Dear user camera and lens is going on with your company to provide me a call from i
11877,1,How many of you say it's a masterpiece
11878,0,Xxxpb to the next day or next Monday next weekend for the use was authorized to the next i
11879,0,See you!
11880,-1,I have no idea why this video has many dislikes
11881,0,I am gone too
11882,1,Don't tell her doctor I am good I am .......... Phili........... Bye!!
11883,-1,I am stage 9  bye Justin we will miss you bye
11884,0,I am can*er
11885,1,Oh....... Oh sorry I am a kid hehe love you so much stay strong  and you are perfect person of this world bye love you this is a last day
11886,1,Well you Mary me?
11887,1,Oh no Justin I like you so much and I like your all songs I subscribe your YouTube channel I love you
11888,-1,i keep on singing it and i can't stop singing i love it......!!!!!
11889,-1,This song is gold but i cant not like it lmao idk why I disliked it
11890,0,8/11/2021
11891,1,I liked the dance too of others
11892,1,So NiCe Song Bro
11893,0,Aq
11894,1,lol
11895,0,Did i spot drake in there
11896,1,What if I got a like to my comment by Justin biber
11897,0,2021/11/08  4.04PM
11898,0,Who is watching this in 2021
11899,0,now its 4773007 comments
11900,0,Any one from India
11901,1,I like your song
11902,0,Wow..at this moment..this is the latest comment on this video
11903,1,"1:21 is that Drake, and also 19m good likes, 12m dislikes. we neee 7m more dislikes so we can catch up"
11904,-1,It's crazy how many people come back to this everyday.This song is legendary.''''
11905,-1,It's crazy how many people come back to this everyday.This song is legendary.''''
11906,1,"It's NOVEMBER 2021, let's see how many legends are still listening to this Masterpiece!"
11907,-1,It's crazy how many people come back to this everyday.This song is legendary. This Song Is Never Getting Old
11908,-1,It's crazy how many people come back to this everyday.This song is legendary. It's So Addictive Also!
11909,1,"The hair hahaha, he looks so different here"
11910,1,Let's see how many peoples like this song
11911,0,HugoKato
11912,1,Wow
11913,1,I love this song
11914,0,Haloo
11915,0,Llllll
11916,0,Who is still listing it after 11 years. You are a legend if you still listing it
11917,0,Completely addicted Baby Drew
11918,0,This song me hyped up when I was 3
11919,1,Songs will come and go but this will remain a masterpiece
11920,1,Cool
11921,0,After 11year
11922,0,2021 .11.8
11923,1,I love this song I love it I am from India best of luck for next song love you bts
11924,1,Justin Bieber so handsome
11925,1,I love it so much
11926,0,Di masaya childhood nung 12M na nagdislikes
11927,0,Epic gamer moment
11928,0,indonesia 11/08/2021
11929,-1,"12m  dislike ,why."
11930,1,Why 12M dislikes in this perfect video! May be dislikers are belongs to BTS community
11931,0,Anyone is watching after 11 years in 2021 November
11932,0,Magical 2021___ Jo bhut sare logo ko ye gana sunne ke liye wapsh yha le aaya.  BEBE BEBE
11933,0,2.6B view 4.7M comments
11934,0,Any tamil pasanga...
11935,-1,Por qu no le gusta esta Joya a 12M???
11936,-1,"WTF, I think 12 million dislikers are my idian brothers"
11937,1,''  waiting for that kind of brother who support me
11938,1,Chants love you
11939,1,I love this song  I am from India
11940,1,How many of u are watching it on 2021...... It's SO amazing song just can't stop hearing it
11941,-1,Why is this song have 12M dislikes?
11942,-1,I FUCKING FORGOT DRAKE WAS IN YHIS VIDEO LMAOOOOOOO I WAS SO SHOCKED
11943,-1,If you guys are Justin's fan means then why there is so much dislikes
11944,0,Hallo
11945,-1,after searching most dislike video on youtube in music genre. im satisfied.
11946,0,"Que guapo mi sobrino, saludos a su ta"
11947,0,Quien viene por soy un testculo  y yo tambin
11948,1,Glad to see the likes are positive now
11949,1,HOW NICE VIDEO
11950,0,Who's watching this in 2032?
11951,0,Been 11 years but Still into this song!!
11952,-1,Sorry  sorry sorry for that this was a prank  sorry
11953,1,Not noob big noob
11954,1,Sorry  I don't know that  you are a big singer   lol big pro and noob
11955,-1,"god, look at his stupid hair. The early 2000's were so dumb"
11956,0,1:15 never realized that was Tinashe next to drake !
11957,0,This song is evergreen
11958,0,NoobHahah
11959,0,Who is watching this song today
11960,0,Go to 5m in comment
11961,1,I sacrificed my 2 friends to join a cult.....This will be buried in the comments right?
11962,0,I remember coming home from school and watching this on my parents desktop everyday. Belieber forever and always!
11963,0,4.7M comment.
11964,0,Peep
11965,0,Algum em 2021??
11966,0,It's been so long since i hear this songgg
11967,-1,The 12 million dislikes
11968,0,0:40
11969,1,&lt;  JUSTIN  BIEBER  &gt;   WE  LOVE  YOU
11970,1,Justin bieber 2010: baby baby babyJustin bieber 2015: sorry sorry sorry Justin bieber 2020: yummy yummy yummy.
11971,0,.
11972,-1,I confess I killed someone
11973,0,Eres leyenda si sigues escuchado este hit en noviembre 2021
11974,1,recomended in 2021 lol
11975,1,He's so cute
11976,0,Justin Bieber
11977,1,Day 164 of watching 'Justin Bieber - Baby' for a decade straight!
11978,1,"Broooo, how was this 11 yrs ago. Feels like 2."
11979,0,8/11/2021?
11980,0,2:03 drake?
11981,-1,It's crazy to see this kid was married now
11982,-1,I cringed at this when I was 12 and now I've watched it again and I'm dead
11983,0,AdmitamosloTodos odiabamos a este weon por moda
11984,0,geez its still cringy
11985,0,uwu que recuerdos
11986,-1,we didn't realise how good we had it back in 2010
11987,-1,Bruh how someone can dislike this video that means they didn't love someone truly
11988,0,2:13
11989,0,"My 2 yr. Old granddaughter is on her 460,522 nd time of listening to this"
11990,1,lol
11991,0,Again I came here
11992,0,7 de noviembre del 2021 recordando esta cancion
11993,-1,This video has literally  12.000.000 dislikes
11994,1,why diss like 12m ???
11995,0,"Wait, Drake?"
11996,1,This justin little kid version is very sweet he has very beautiful voice
11997,0,I remember this from jimin and rose /jirose/blackpinkand/Bts
11998,0,BABY BABY BABY OOOOOOOOUUUUU
11999,-1,No entiendo pq lo atacaron as con tanto dislike
12000,1,I was 7years old when this masterpiece came out siends then I became a bigg bigg Belieber
12001,-1,God I remember the early 2010s when calling someone Justin Bieber was synonymous with the worst insults imaginable.
12002,-1,My ears hurt
12003,-1,This is most hated song 12 millon disliked
12004,-1,Can someone tell me why it has a lot of dislikes?
12005,0,Memories
12006,0,This song and video is Garbage
12007,-1,"Why 12M dislikes shut your as* out , this song reminds of our old days c'mon"
12008,1,I love
12009,0,me encanta esta musica de jostin bieber es la mejor
12010,1,Hostia estaba drake en Este video XD
12011,0,Iconic Garbage
12012,-1,Bad song
12013,-1,Mate a alguien si encontraste este comentario Na no te creas
12014,1,Wow I know Justin made this music  but omg  this song is the bomb  baby and I'm 45
12015,0,Bieber gay
12016,-1,The fact that it has 12 m dislikes is insane xD
12017,-1,Hate this
12018,0,11 years
12019,0,Quien en 2022
12020,1,If you are the legend watching this masterpiece in November 2021 $b T  cha|
12021,0,Amo amo amo
12022,-1,This is the most disliked video on YouTube
12023,0,2021/11/5
12024,1,Love is jostin beiber I am love
12025,-1,Why this video have 12milj dislikes?
12026,0,BEJBE BEJBE OOOOO
12027,0,Hello
12028,1,Y LOVE
12029,0,MUY BENA CANCION
12030,0,"1:14, didn't realise drake was in this video."
12031,1,"Si vienen del pasado sabrn que est cancin tenia ms dislikes que likes. Y molestaban a Justin de ser gay y ms cosas , que buenas pocas. Pero ya pas el meme y ya creci, bueno solo quera comentar eso"
12032,1,Melhor pior msica kk
12033,1,Justice. Biber.  He.  Is.     The.    Best. I'm.    Is.    Biggs.  Fan
12034,1,I like it
12035,0,Timeless gem
12036,0,Increble lo viral que se volvi est cancin.. Justin Bieber fue el rey del mundo por aquellos das guau
12037,0,Why it has lots of?
12038,0,2021
12039,1,YeS gO jUsTin
12040,0,just noticed drake in this video
12041,0,Legend watch in 2021
12042,-1,Damn this shit still hits hard
12043,0,2.6 billlion views
12044,0,Nostalgia ...
12045,0,Iove it
12046,1,Still better then Rebecca Black Friday Lmao
12047,0,Trash
12048,0,this song made in 5 years later but we today akso listen this song.this song is really legend
12049,0,what the fhck is this
12050,1,So good
12051,0,Amooooo desde de pequena. Minha musica preferida.
12052,1,I love you baby
12053,0,Nostalgic
12054,0,2021 any one???
12055,0,aaaAAAAAahhhHHH
12056,0,Me watching this: me again: bruh this was 11 years ago boi I'm late
12057,-1,I didn't know that Justin Bieber doesn't put Appostrof xD
12058,1,United States BTS music .citizen ship number and mobile number can be created theory.
12059,0,Yooo i saw drake
12060,0,Who is here after all these years????
12061,0,Vamos haber quien esta viendo esto en 2021
12062,-1,I confess I've killed someone
12063,0,R
12064,1,Watching the video  after long time is really good.
12065,0,Simping at its finest
12066,0,tbh the kids in my school probably take inspo from his choice of clothes.
12067,0,Covid 19 :  and we will never ever be a part
12068,0,.
12069,1,"I'm leaving a comment here,so after months or years,if some one likes it,I'll get reminded of this beautiful song ..."
12070,1,We're just friends what are u sayinnn
12071,-1,Dislike krne walo tumhari maa ka bosda
12072,1,"2,6 B de vistas xd"
12073,-1,Why 12 million dislike?
12074,1,Wow
12075,1,This is  my favorite song
12076,1,"This song is like a wine, the more you listen to it the more it's gets better."
12077,1,love this style!
12078,0,Hii
12079,1,My old fav song
12080,0,Lindo
12081,1,Ur my love yes
12082,0,Old one ....
12083,0,Cunta personas vuelven a esta cancin es legendaria tantos aos y me sigue gustando como la primer vez
12084,1,i love you songs
12085,0,2021 and still VIBIN!!!!
12086,-1,Miss the old days......
12087,0,Who else notice drake in this song??
12088,0,This song 11 years
12089,-1,when you randomly watch that most disliked YT videos and jump back here lol.
12090,0,Still after 11 years many people are coming to hear this song. We can understand that Justin is a legend and will remain legend.
12091,0,caraio
12092,0,I think this song will never get old
12093,1,love this song
12094,0,A verdade  q essa msica sempre foi boa
12095,1,I love this song
12096,1,Hey can we just take a moment and appreciate that how cute and cute and adorable he was looking at that time Btw he is still handsome
12097,1,Nice very beautiful nice nice
12098,0,"Volv a mis 9 aos, jajaja"
12099,0,Am who still listening in nov 2021
12100,0,Forever iconic song
12101,0,The same time as a member of our lives and O
12102,-1,"y'all know that we're grow up with this. When this MV realeased, i was 3 years old but i still remember everyone listened to this song, the melody trap in my head forever"
12103,0,So we are not gonna talk ab drake being in the song 1:21
12104,0,Aarelum indoo
12105,1,Good
12106,1,What is this LOL
12107,0,Que basura de cancion
12108,0,Who all are listening it in 2021
12109,1,I'm so obsessed  ur so talented
12110,0,KkL.
12111,0,Tr3 Tr4u
12112,0,Legends listening; it in Nov .2021
12113,0,Why there are so many diskikes ??Does anyone know??
12114,1,12m dislikes lol and that auto tune tho like a girl is singing
12115,0,..
12116,0,Why 12m?!
12117,0,2021?
12118,1,My fav song
12119,-1,Why this video has so many dislikes?
12120,-1,No entend ni mrd por q no ablo takatak XDD
12121,0,4.7m comments? Damn..
12122,0,Hi
12123,-1,Fuck this song bro
12124,-1,I don't know why people dislike this song
12125,1,"Back then I hated this so much because it's played everywhere. But comparing it to some of the modern pop songs, it's not that bad"
12126,1,Please Upload the movie
12127,1,We want the movie
12128,-1,I hate you Justin Bieber
12129,-1,It's crazy how many people come back to this everyday.This song is legendary
12130,-1,It's crazy how many people come back to this everyday.This song is legendary. It's So Addictive Also!
12131,-1,It's crazy how many people come back to this everyday.This song is legendary
12132,-1,It's crazy how many people come back to this everyday.This song is legendary
12133,1,Honestly its all time gr8
12134,1,This man actually made a love song at 13 and here we are watching it 11 years later
12135,1,"Remembered this out of nowhere lmao. I used to STAN Justin Bieber as a preteen. He was a cute kid who was only two years older than me, had a cute voice, dressed very nicely etc. Then a few years later my music taste started to change and he started doing some outrageous things, so my love turned to hate for a while (internet had some influence on that too). Nowadays I don't hate him, but rather, I feel bad for him because I know better as an adult. Looking back, all this fame and attention just didn't do him well mentally. Being a celebrity must take a toll on your psychology with all the (sometimes unwanted) attention and unnaturally high expectations people have for you. The media doesn't leave you alone, music/movie companies don't leave you alone, you're at risk of getting stalked by some real sick individuals, people who don't know you personally judge and scrutinize you over your simplest actions forgetting that you're human too... Now imagine being a CHILD and getting exposed to all of that. I can't excuse when celebs act like fools or break the law, but I get it. I'm not interested in Justin's music anymore but I wish the best for him and his loved ones."
12136,0,Any new listener to this song?
12137,-1,"this song is a bop, yall are just hating for no reason"
12138,0,You are my star
12139,0,Dude how does this song have 12 million thumbs down
12140,1,It's my favorite
12141,0,Me and my sister in the car: is that Justin Bieber? My sis: baby baby baby ooooooh me baby baby baby ohhh
12142,-1,"Vine a cambiar mi No me gusta por Me gusta, ya que madure ."
12143,0,Suubcribe dong
12144,-1,:(
12145,0,Ohhhhhhhhhhh
12146,0,2021 listening  now baby
12147,0,It's november 2021 and i still remember this moment when justin bieber gets a girlfriend
12148,0,Ew
12149,1,Like si hablas espaol y no entiendes ni vrg de lo que dicen en los comentarios xd
12150,0,peep Say me Justin bieber
12151,0,Only x is the legend
12152,-1,Fake biebber
12153,0,Cc Justin Bieber
12154,0,Cc
12155,1,Who else just is here to check the dislikes lol
12156,0,iss broter jesstin  beyber
12157,-1,It's crazy how many people come back to this everyday.This song is legendary
12158,1,We don't forget the song never... When ever we see the song as well new only...  How many of 2021.....coment in below...
12159,0,They should add #oh
12160,1,THE LIKES ARE BACK
12161,0,"12   16   ,    ."
12162,1,uhm ok
12163,-1,Is Very Very bad
12164,1,i like this  SONGGG!! and my baby brother is listenin' to it and hes only 5 months old and hes smiling LOL
12165,0,I  Kiyara
12166,0,I can't believe it
12167,1,Awesome
12168,0,Will I find a listener at the end of 2021
12169,0,Baby Baby baby ohhh
12170,0,Justin biba
12171,0,Noice
12172,1,Nice song....
12173,1,Good Song
12174,0,THAT MOONWALK THO
12175,1,Hello frnds I am MARS Planet from 4022 year views for this video reached 1000 billion views
12176,0,This song always in my mind
12177,-1,Why dislike have 12 million?
12178,0,Hi
12179,-1,Its been 11 years! Still jealous of the girl
12180,1,I came here only to see likes n dislikes  2021
12181,0,It creazy how many people come back everyday this song is legendary.
12182,0,2021
12183,0,i just got biebered...
12184,1,I really love this song
12185,-1,Guys this song released befor 11years and when I read the comments I find some of them wich had 1day or 2days sorry for my english
12186,0,666 !!!
12187,1,My love
12188,0,0
12189,-1,Can anyone tell why this video get so much dislikes??
12190,-1,Horrible msica todava existe ??? lo bueno que ya es historia
12191,0,its been 11 years who is till listening to this song in 2021?
12192,0,Such a Masterpiece...
12193,-1,"Its a tradition, i return here every year with diff acc and dislike just for the meme...."
12194,0,2022
12195,0,Comeback once again
12196,-1,Its 12 M dislikes in this songs . Most disliked videos in history. Amazing
12197,1,His early song was awesome
12198,-1,It's crazy this kid is now married.
12199,0,Time is not back also old Justin is not back
12200,-1,rip to all people who can't get out this song from the head and disliked this song
12201,-1,Why this song has 12m dislikes
12202,-1,"Never liked this song when it as young, but people change"
12203,0,11 yrs later still vibing he got alot of attention 2.6B
12204,1,Wow
12205,0,1:59
12206,-1,Omg dislike
12207,1,Amazing song
12208,0,Why 12M dislikes!?
12209,0,I can't listen to this the same after listening to Psychosocial Baby
12210,1,Like si la ests escuchando en 2021
12211,1,Wow
12212,1,When I was younger I disliked this song just coz it was the cool thing to do lol
12213,-1,Why this video has 12M dislike.....I can't find any annoying or disrespectful scenes....then why lot of people are disliking this ...just out of fun...
12214,0,To think a 14 year old would make such a famous song........
12215,0,Sourabh upadhyay
12216,-1,Why this song has such hate
12217,0,Childhood memories
12218,-1,No
12219,0,Baby
12220,1,Fav. Song
12221,0,why the dislike..
12222,0,You are related to emmanuel
12223,0,Listening after 11 years
12224,0,I am watching in 2021
12225,1,No cause why was drake there lmao
12226,0,I'm 13
12227,1,Super
12228,-1,It's crazy how many people come back to this everyday.This song is legendary
12229,-1,fire
12230,0,I realize my past
12231,1,This is the dynamite of 2010
12232,-1,We didn't realise how good we had it back in 2010
12233,1,JB looks like a 14 year old Has a voice of 10 year oldIs actually 16Perfection
12234,0,That's my first English song But still listing
12235,1,Still my fav song^^
12236,0,Justin Sierreno
12237,0,"An eternal song,which never gets old"
12238,1,No se que ago aqui XD
12239,-1,12 million dislikes
12240,1,Day 163 of watching 'Justin Bieber - Baby' for a decade straight!
12241,0,Alguien en 2021
12242,0,This song kind of slaps
12243,1,nice
12244,0,Bustin Jieber is a Ledgend
12245,0,Ayo was that drake?
12246,0,Es sarpado babyoooobabyoooobabyooo
12247,0,Baby es un temazo que opina
12248,0,Hola
12249,0,2021
12250,1,nice girl&lt;3
12251,0,Ghi
12252,-1,Why 1.2 crore / 12 million dislikes???
12253,0,Bts Or biber
12254,1,This is my fav Justin Bieber song
12255,-1,Sorry i do not speak spanish y only know some words
12256,0,It's not your first time here!
12257,0,. .
12258,0,Kunno aprende
12259,1,When he released this song im only 4 years old that time...but now im 14 years old...i love this song so much
12260,1,Who else is a father going back to this song cause your daughter just loved this song so much the lyrics are implanted into your brain.
12261,1,I still remember that I used to listen this song on my spice mobile phone those days really awesome
